Model,Accuracy,Precision,Recall,F1-Score,Parameters (M),FLOPs (GFLOPs),Inference Time (s),Model Size (MB),Accuracy / Million Params,Accuracy / GFLOP
Hybrid KD MobileNetV2 (Final),0.9733333333333334,0.9753086419753086,0.9733333333333333,0.9735032054619683,2.227715,0.312917056,0.010757346153259278,8.73151683807373,0.4369200428840015,3.11051543746255
